time,t(s),T_{env},P_{env},T1_{ext},T2_{ext},T3_{ext},T4_{ext},T1,T2,T3,T4,P1,P2,P3,P4,H1,H2,H3,H4,Turb1_{180},Turb2_{180},Turb3_{180},Turb4_{180},Turb1_{135},Turb2_{135},Turb3_{135},Turb4_{135},Turb1_{ref},Turb2_{ref},Turb3_{ref},Turb4_{ref}
1740047691.932257,309.561,21.7947265625,1012.4760685681198,21.75,30.812,26.812,27.187,21.833203125,21.754296875,21.5728515625,22.069921875,1011.9220122093144,1012.0525772709525,1011.4779499429033,1011.4211828825995,44.49817830414043,40.80725357675252,43.32844396297958,40.92140039250584,0.28225,1.968625,1.688125,0.69575,3.8555275806820783,3.4125520714122226,3.018796063172351,4.052405584802014,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.39375600823987184
1740047722.7789407,340.407,21.7947265625,1012.5491403607748,21.75,30.812,26.812,27.187,21.843359375,21.759375,21.5830078125,22.08515625,1011.9824465272924,1012.104158155698,1011.5274943348802,1011.4994837872284,44.20198743660415,40.745500331676034,43.50596838992241,40.710658079599355,0.414875,1.877,1.774875,0.6245,3.9211535820553904,3.3305195696955825,3.1664545662623027,4.08521858548867,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.36094300755321584
1740047753.6418288,371.27,21.7947265625,1012.4548620328968,21.812,30.75,26.812,27.187,21.833203125,21.7849609375,21.5931640625,22.0953125,1011.951900054127,1012.004771460372,1011.4544236059967,1011.3814487653264,44.30257921884236,41.00412209743864,43.31215454473518,40.560900618226775,0.294375,1.9608750000000001,1.69475,0.6813750000000001,3.7078690775921266,3.5766170748455024,2.920357061112383,4.167251087205311,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.4265690089265278
1740047784.4950612,402.123,21.8048828125,1012.4809781404797,21.75,30.75,26.812,27.187,21.8486328125,21.8001953125,21.5984375,22.10546875,1011.9200036609249,1012.0560869849874,1011.4763085825516,1011.4220770568738,44.06799902087882,41.06034830732061,43.074126587816856,40.599824269211624,0.42312500000000003,1.861,1.807625,0.606625,3.6750560769054705,3.5930235751888304,2.903950560769055,4.08521858548867,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.41016250858319986
1740047815.3638778,432.992,21.8201171875,1012.521197679613,21.812,30.75,26.812,27.187,21.843359375,21.8052734375,21.613671875,22.120703125,1011.9861942410201,1012.0953533605892,1011.5072004064075,1011.4744913920374,44.32504324105473,40.863645890067836,43.234730876417714,40.549907585045,0.43225,1.85925,1.807125,0.609125,3.8883405813687344,3.3305195696955825,3.1500480659189747,4.101625085831998,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.4593820096131838
1740047846.1859722,463.814,21.8302734375,1012.5497107068956,21.812,30.75,26.812,27.187,21.8486328125,21.8154296875,21.613671875,22.1359375,1011.9895518413538,1012.120587418083,1011.5323891918814,1011.4302667922777,44.16871459627661,41.1503407014152,43.41758737077665,40.544400168055546,0.299875,1.960625,1.705,0.6825,3.9047470817120624,3.281300068665599,3.018796063172351,4.167251087205311,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.4593820096131838
1740047877.0164905,494.645,21.8201171875,1012.5606600562381,21.812,30.687,26.875,27.187,21.8537109375,21.8357421875,21.61875,22.120703125,1011.9680476232222,1012.1172936954575,1011.4989426084499,1011.5101017497956,44.280361796302365,40.880584529335955,43.52297284897238,40.48893130563726,0.306625,1.946,1.7088750000000001,0.67475,3.9047470817120624,3.4781780727855347,2.985983062485695,4.052405584802014,0.06562600137331197,0.04921950102998398,0.06562600137331197,0.4593820096131838
1740047907.857535,525.486,21.7998046875,1012.4991054912047,21.812,30.687,26.937,27.187,21.843359375,21.8357421875,21.61875,22.12578125,1011.9778002416015,1012.0931214614772,1011.5323891918814,1011.4628129404275,44.07928804267336,40.73446841911296,43.23488823433878,40.84402442521282,0.409875,1.874875,1.777375,0.63975,3.9047470817120624,3.4289585717555506,3.1828610666056307,4.08521858548867,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.5086015106431678
1740047938.6933186,556.322,21.8201171875,1012.5215744816579,21.812,30.625,27.062,27.187,21.8537109375,21.84609375,21.62890625,22.130859375,1011.9945882424611,1012.0865339145852,1011.536522849811,1011.4741722881465,44.38654073503663,40.689496656367574,43.201713296347016,40.67756975112359,0.30325,1.971125,1.679875,0.704375,3.724275577935454,3.363332570382239,2.953170061799039,4.183657587548638,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.39375600823987184
1740047969.5255072,587.154,21.8048828125,1012.564058803634,21.812,30.625,27.062,27.187,21.8537109375,21.851171875,21.6392578125,22.141015625,1011.9831566990179,1012.1296184646335,1011.5418927954429,1011.5117397527657,44.40881937040482,40.65017859216456,43.312529968272685,40.87176608180145,0.300875,1.96475,1.685375,0.700125,3.9375600823987185,3.264893568322271,3.1828610666056307,4.183657587548638,0.04921950102998398,0.04921950102998398,0.06562600137331197,0.4265690089265278
